TypeID,GroupID,InstanceID,classification,occurrences,n_files,scaled_files,unscaled_files,twox_available,action,clone_GroupID,clone_InstanceID
0x856DDBAC,0x46A006B0,0x144161EB,SHARED,151,109,T-00000000_G-08000600_I-aa1f1f57.ui;T-00000000_G-96a006b0_I-0b72f276.ui;T-00000000_G-96a006b0_I-2bc9060f.ui;T-00000000_G-96a006b0_I-aa1f1f57.ui;T-00000000_G-96a006b0_I-aa3acdfe.ui;T-00000000_G-96a006b0_I-cbc3c2b9.ui;T-00000000_G-96a006b0_I-ea287193.ui,T-00000000_G-96a006b0_I-0a243d80.ui;T-00000000_G-96a006b0_I-0a2dd355.ui;T-00000000_G-96a006b0_I-0a4d0c43.ui;T-00000000_G-96a006b0_I-0a55161d.ui;T-00000000_G-96a006b0_I-0a562a05.ui;T-00000000_G-96a006b0_I-0a7df315.ui;T-00000000_G-96a006b0_I-0a8b819e.ui;T-00000000_G-96a006b0_I-0a8b98fe.ui;T-00000000_G-96a006b0_I-0a8b9a67.ui;T-00000000_G-96a006b0_I-0a8b9c43.ui;T-00000000_G-96a006b0_I-0a8b9c6a.ui;T-00000000_G-96a006b0_I-2a554f6d.ui;T-00000000_G-96a006b0_I-2a5621ee.ui;T-00000000_G-96a006b0_I-2a564884.ui;T-00000000_G-96a006b0_I-2a56675c.ui;T-00000000_G-96a006b0_I-2a567dc1.ui;T-00000000_G-96a006b0_I-2a5e7490.ui;T-00000000_G-96a006b0_I-2a8b7e1c.ui;T-00000000_G-96a006b0_I-2a8b97c1.ui;T-00000000_G-96a006b0_I-2a8b99d0.ui;T-00000000_G-96a006b0_I-2a8b9df2.ui;T-00000000_G-96a006b0_I-2c096de6.ui;T-00000000_G-96a006b0_I-4a551b4c.ui;T-00000000_G-96a006b0_I-4a562da5.ui;T-00000000_G-96a006b0_I-4a565d13.ui;T-00000000_G-96a006b0_I-4a5665eb.ui;T-00000000_G-96a006b0_I-4a566c14.ui;T-00000000_G-96a006b0_I-4a566d6e.ui;T-00000000_G-96a006b0_I-4a5672bf.ui;T-00000000_G-96a006b0_I-4a5e7ed3.ui;T-00000000_G-96a006b0_I-4a89b3f2.ui;T-00000000_G-96a006b0_I-4a8b7fe7.ui;T-00000000_G-96a006b0_I-4a8b9396.ui;T-00000000_G-96a006b0_I-4a8b9936.ui;T-00000000_G-96a006b0_I-4a8b9c92.ui;T-00000000_G-96a006b0_I-4a8b9dab.ui;T-00000000_G-96a006b0_I-4a8cc5ea.ui;T-00000000_G-96a006b0_I-4c0969e2.ui;T-00000000_G-96a006b0_I-4c47800e.ui;T-00000000_G-96a006b0_I-6a51506f.ui;T-00000000_G-96a006b0_I-6a553aa4.ui;T-00000000_G-96a006b0_I-6a555a84.ui;T-00000000_G-96a006b0_I-6a561b3a.ui;T-00000000_G-96a006b0_I-6a562f56.ui;T-00000000_G-96a006b0_I-6a566151.ui;T-00000000_G-96a006b0_I-6a5e73c0.ui;T-00000000_G-96a006b0_I-6a8b9875.ui;T-00000000_G-96a006b0_I-6a8b9acc.ui;T-00000000_G-96a006b0_I-6a8b9af3.ui;T-00000000_G-96a006b0_I-6b704690.ui;T-00000000_G-96a006b0_I-8a4d0a17.ui;T-00000000_G-96a006b0_I-8a554483.ui;T-00000000_G-96a006b0_I-8a5ab1cb.ui;T-00000000_G-96a006b0_I-8a5ab1cc.ui;T-00000000_G-96a006b0_I-8a5ab1cd.ui;T-00000000_G-96a006b0_I-8a5ab1ce.ui;T-00000000_G-96a006b0_I-8a5ab1cf.ui;T-00000000_G-96a006b0_I-8a5ab1d0.ui;T-00000000_G-96a006b0_I-8a5e7bd2.ui;T-00000000_G-96a006b0_I-8a7e052f.ui;T-00000000_G-96a006b0_I-8a8b95b0.ui;T-00000000_G-96a006b0_I-8a8b9811.ui;T-00000000_G-96a006b0_I-8a8b98a7.ui;T-00000000_G-96a006b0_I-8a8b9d12.ui;T-00000000_G-96a006b0_I-8a948d49.ui;T-00000000_G-96a006b0_I-aa554aea.ui;T-00000000_G-96a006b0_I-aa555346.ui;T-00000000_G-96a006b0_I-aa561f93.ui;T-00000000_G-96a006b0_I-aa565036.ui;T-00000000_G-96a006b0_I-aa565f5b.ui;T-00000000_G-96a006b0_I-aa5661eb.ui;T-00000000_G-96a006b0_I-aa5bef41.ui;T-00000000_G-96a006b0_I-aa5e14cc.ui;T-00000000_G-96a006b0_I-aa8b9755.ui;T-00000000_G-96a006b0_I-aa8b9971.ui;T-00000000_G-96a006b0_I-aa8b999e.ui;T-00000000_G-96a006b0_I-ac096ac7.ui;T-00000000_G-96a006b0_I-ac3b72f6.ui;T-00000000_G-96a006b0_I-ca4d0b22.ui;T-00000000_G-96a006b0_I-ca53f06e.ui;T-00000000_G-96a006b0_I-ca551016.ui;T-00000000_G-96a006b0_I-ca566f94.ui;T-00000000_G-96a006b0_I-ca56783a.ui;T-00000000_G-96a006b0_I-ca8b8408.ui;T-00000000_G-96a006b0_I-ca8b8564.ui;T-00000000_G-96a006b0_I-ca8b96c2.ui;T-00000000_G-96a006b0_I-ca8b9845.ui;T-00000000_G-96a006b0_I-ca8b9aa2.ui;T-00000000_G-96a006b0_I-ca8b9ce7.ui;T-00000000_G-96a006b0_I-ca8b9d40.ui;T-00000000_G-96a006b0_I-ca8cbf0f.ui;T-00000000_G-96a006b0_I-cc097fc0.ui;T-00000000_G-96a006b0_I-cc313f17.ui;T-00000000_G-96a006b0_I-ea5655e4.ui;T-00000000_G-96a006b0_I-ea565970.ui;T-00000000_G-96a006b0_I-ea566a49.ui;T-00000000_G-96a006b0_I-ea89b6c3.ui;T-00000000_G-96a006b0_I-ea8b82db.ui;T-00000000_G-96a006b0_I-ea8cc3c6.ui;T-00000000_G-96a006b0_I-eaaeec1b.ui;T-00000000_G-96a006b0_I-ebd0d36c.ui;T-00000000_G-96a006b0_I-ec096e72.ui,yes,clone+retarget,0x46A006B0,0x470261EA
0x856DDBAC,0x46A006B0,0x144161EE,SHARED,19,13,T-00000000_G-96a006b0_I-0b72f276.ui;T-00000000_G-96a006b0_I-2bc9060f.ui;T-00000000_G-96a006b0_I-ea287193.ui,T-00000000_G-96a006b0_I-0a5cf71d.ui;T-00000000_G-96a006b0_I-0a7df315.ui;T-00000000_G-96a006b0_I-2a41436b.ui;T-00000000_G-96a006b0_I-2a41436c.ui;T-00000000_G-96a006b0_I-8a5ab1cb.ui;T-00000000_G-96a006b0_I-8a5ab1cc.ui;T-00000000_G-96a006b0_I-8a5ab1cd.ui;T-00000000_G-96a006b0_I-8a7e052f.ui;T-00000000_G-96a006b0_I-ca53f06e.ui;T-00000000_G-96a006b0_I-ea89b6c3.ui,yes,clone+retarget,0x46A006B0,0x470261EF
0x856DDBAC,0x46A006B0,0x144161F0,EXCLUSIVE,1,1,T-00000000_G-96a006b0_I-2a2aed99.ui,,yes,2x-in-place,,
0x856DDBAC,0x46A006B0,0x144161F1,UNSCALED,2,2,,T-00000000_G-96a006b0_I-4a5a89d4.ui;T-00000000_G-96a006b0_I-4bbc080f.ui,yes,untouched,,
0x856DDBAC,0x46A006B0,0x144161F2,UNSCALED,2,2,,T-00000000_G-96a006b0_I-0bbc06b6.ui;T-00000000_G-96a006b0_I-4a5a89d5.ui,yes,untouched,,
0x856DDBAC,0x46A006B0,0x144161F3,UNSCALED,2,2,,T-00000000_G-96a006b0_I-4a5a89d4.ui;T-00000000_G-96a006b0_I-4bbc080f.ui,yes,untouched,,
0x856DDBAC,0x46A006B0,0x144161F4,UNSCALED,2,2,,T-00000000_G-96a006b0_I-0bbc06b6.ui;T-00000000_G-96a006b0_I-4a5a89d5.ui,yes,untouched,,
0x856DDBAC,0x46A006B0,0x144161F5,UNSCALED,2,2,,T-00000000_G-96a006b0_I-4a5a89d4.ui;T-00000000_G-96a006b0_I-4bbc080f.ui,yes,untouched,,
0x856DDBAC,0x46A006B0,0x144161F6,UNSCALED,2,2,,T-00000000_G-96a006b0_I-0bbc06b6.ui;T-00000000_G-96a006b0_I-4a5a89d5.ui,yes,untouched,,
0x856DDBAC,0x46A006B0,0x144161F7,EXCLUSIVE,2,2,T-00000000_G-08000600_I-2a2aed99.ui;T-00000000_G-96a006b0_I-2a2aed99.ui,,yes,2x-in-place,,
0x856DDBAC,0x46A006B0,0x144161F8,EXCLUSIVE,4,2,T-00000000_G-08000600_I-2a2aed99.ui;T-00000000_G-96a006b0_I-2a2aed99.ui,,yes,2x-in-place,,
0x856DDBAC,0x46A006B0,0x144161F9,SHARED,88,46,T-00000000_G-08000600_I-2a2aed99.ui;T-00000000_G-96a006b0_I-2a2aed99.ui,T-00000000_G-96a006b0_I-0c1d56e4.ui;T-00000000_G-96a006b0_I-0c1d730b.ui;T-00000000_G-96a006b0_I-0c1d7737.ui;T-00000000_G-96a006b0_I-0c1d7974.ui;T-00000000_G-96a006b0_I-0c1d79ac.ui;T-00000000_G-96a006b0_I-0c1d7b60.ui;T-00000000_G-96a006b0_I-0c1d7e71.ui;T-00000000_G-96a006b0_I-0c1d81fc.ui;T-00000000_G-96a006b0_I-2c02ba84.ui;T-00000000_G-96a006b0_I-2c1d73cb.ui;T-00000000_G-96a006b0_I-2c1d784b.ui;T-00000000_G-96a006b0_I-2c1d8024.ui;T-00000000_G-96a006b0_I-4bf325e8.ui;T-00000000_G-96a006b0_I-4c1a68d2.ui;T-00000000_G-96a006b0_I-4c1d78f7.ui;T-00000000_G-96a006b0_I-4c1d7c0c.ui;T-00000000_G-96a006b0_I-4c1d7c65.ui;T-00000000_G-96a006b0_I-4c1d7d40.ui;T-00000000_G-96a006b0_I-6c1d789a.ui;T-00000000_G-96a006b0_I-6c1d7ac3.ui;T-00000000_G-96a006b0_I-6c1d7f5c.ui;T-00000000_G-96a006b0_I-6c1d8057.ui;T-00000000_G-96a006b0_I-8c1d7423.ui;T-00000000_G-96a006b0_I-8c1d76d5.ui;T-00000000_G-96a006b0_I-8c3bd047.ui;T-00000000_G-96a006b0_I-abfaef15.ui;T-00000000_G-96a006b0_I-ac1d544d.ui;T-00000000_G-96a006b0_I-ac1d7548.ui;T-00000000_G-96a006b0_I-ac1d7a81.ui;T-00000000_G-96a006b0_I-cc1d71d3.ui;T-00000000_G-96a006b0_I-cc1d72a2.ui;T-00000000_G-96a006b0_I-cc1d778b.ui;T-00000000_G-96a006b0_I-cc1d7a1f.ui;T-00000000_G-96a006b0_I-cc1d824f.ui;T-00000000_G-96a006b0_I-cc44f885.ui;T-00000000_G-96a006b0_I-ec1a73ba.ui;T-00000000_G-96a006b0_I-ec1d74d5.ui;T-00000000_G-96a006b0_I-ec1d7599.ui;T-00000000_G-96a006b0_I-ec1d75e2.ui;T-00000000_G-96a006b0_I-ec1d77dd.ui;T-00000000_G-96a006b0_I-ec1d79d7.ui;T-00000000_G-96a006b0_I-ec1d7a56.ui;T-00000000_G-96a006b0_I-ec1d7efe.ui;T-00000000_G-96a006b0_I-ec1d8125.ui,yes,clone+retarget,0x46A006B0,0x470261F8
0x856DDBAC,0x46A006B0,0x144161FA,EXCLUSIVE,1,1,T-00000000_G-08000600_I-2a2aed99.ui,,yes,2x-in-place,,
0x856DDBAC,0x46A006B0,0x1441620E,UNSCALED,3,3,,T-00000000_G-96a006b0_I-2a567dc1.ui;T-00000000_G-96a006b0_I-4a5672bf.ui;T-00000000_G-96a006b0_I-ca56783a.ui,yes,untouched,,
0x856DDBAC,0x46A006B0,0x1441620F,UNSCALED,1,1,,T-00000000_G-96a006b0_I-4c47800e.ui,yes,untouched,,
0x856DDBAC,0x46A006B0,0x14416210,UNSCALED,8,8,,T-00000000_G-96a006b0_I-2a564884.ui;T-00000000_G-96a006b0_I-2a8b7e1c.ui;T-00000000_G-96a006b0_I-4a8b7fe7.ui;T-00000000_G-96a006b0_I-6a555a84.ui;T-00000000_G-96a006b0_I-8a554483.ui;T-00000000_G-96a006b0_I-aa565036.ui;T-00000000_G-96a006b0_I-ca8b8564.ui;T-00000000_G-96a006b0_I-ea8b82db.ui,yes,untouched,,
0x856DDBAC,0x46A006B0,0x14416211,UNSCALED,1,1,,T-00000000_G-96a006b0_I-6a51506f.ui,yes,untouched,,
0x856DDBAC,0x46A006B0,0x14416212,UNSCALED,3,3,,T-00000000_G-96a006b0_I-0a8b819e.ui;T-00000000_G-96a006b0_I-2a554f6d.ui;T-00000000_G-96a006b0_I-aa555346.ui,yes,untouched,,
0x856DDBAC,0x46A006B0,0x14416214,UNSCALED,1,1,,T-00000000_G-96a006b0_I-6a561b3a.ui,yes,untouched,,
0x856DDBAC,0x46A006B0,0x14416215,UNSCALED,2,2,,T-00000000_G-96a006b0_I-4a562da5.ui;T-00000000_G-96a006b0_I-cc313f17.ui,yes,untouched,,
0x856DDBAC,0x46A006B0,0x14416216,UNSCALED,2,2,,T-00000000_G-96a006b0_I-aa554aea.ui;T-00000000_G-96a006b0_I-ca8b8408.ui,yes,untouched,,
0x856DDBAC,0x46A006B0,0x14416217,UNSCALED,3,3,,T-00000000_G-96a006b0_I-2a5621ee.ui;T-00000000_G-96a006b0_I-aa561f93.ui;T-00000000_G-96a006b0_I-aa5bef41.ui,yes,untouched,,
0x856DDBAC,0x46A006B0,0x14416218,UNSCALED,2,2,,T-00000000_G-96a006b0_I-6a562f56.ui;T-00000000_G-96a006b0_I-ea5655e4.ui,yes,untouched,,
0x856DDBAC,0x46A006B0,0x14416219,UNSCALED,2,2,,T-00000000_G-96a006b0_I-8a948d49.ui;T-00000000_G-96a006b0_I-ea565970.ui,yes,untouched,,
0x856DDBAC,0x46A006B0,0x1441621A,UNSCALED,2,2,,T-00000000_G-96a006b0_I-6a566151.ui;T-00000000_G-96a006b0_I-ac3b72f6.ui,yes,untouched,,
0x856DDBAC,0x46A006B0,0x1441621B,UNSCALED,1,1,,T-00000000_G-96a006b0_I-4a565d13.ui,yes,untouched,,
0x856DDBAC,0x46A006B0,0x1441621C,UNSCALED,1,1,,T-00000000_G-96a006b0_I-aa5661eb.ui,yes,untouched,,
0x856DDBAC,0x46A006B0,0x14416220,UNSCALED,16,8,,T-00000000_G-96a006b0_I-2a5e7490.ui;T-00000000_G-96a006b0_I-4a566c14.ui;T-00000000_G-96a006b0_I-4a566d6e.ui;T-00000000_G-96a006b0_I-4a5e7ed3.ui;T-00000000_G-96a006b0_I-8a5e7bd2.ui;T-00000000_G-96a006b0_I-aa5e14cc.ui;T-00000000_G-96a006b0_I-ca566f94.ui;T-00000000_G-96a006b0_I-ea566a49.ui,yes,untouched,,
0x856DDBAC,0x46A006B0,0x14416221,UNSCALED,12,6,,T-00000000_G-96a006b0_I-2a564884.ui;T-00000000_G-96a006b0_I-2a56675c.ui;T-00000000_G-96a006b0_I-6a555a84.ui;T-00000000_G-96a006b0_I-8a554483.ui;T-00000000_G-96a006b0_I-aa554aea.ui;T-00000000_G-96a006b0_I-aa565036.ui,yes,untouched,,
0x856DDBAC,0x46A006B0,0x14416222,UNSCALED,2,1,,T-00000000_G-96a006b0_I-ca56783a.ui,yes,untouched,,
0x856DDBAC,0x46A006B0,0x14416223,UNSCALED,2,1,,T-00000000_G-96a006b0_I-6a51506f.ui,yes,untouched,,
0x856DDBAC,0x46A006B0,0x14416225,UNSCALED,74,37,,T-00000000_G-96a006b0_I-0a8b819e.ui;T-00000000_G-96a006b0_I-0a8b98fe.ui;T-00000000_G-96a006b0_I-0a8b9a67.ui;T-00000000_G-96a006b0_I-0a8b9c43.ui;T-00000000_G-96a006b0_I-0a8b9c6a.ui;T-00000000_G-96a006b0_I-2a8b7e1c.ui;T-00000000_G-96a006b0_I-2a8b97c1.ui;T-00000000_G-96a006b0_I-2a8b99d0.ui;T-00000000_G-96a006b0_I-2a8b9df2.ui;T-00000000_G-96a006b0_I-2c096de6.ui;T-00000000_G-96a006b0_I-4a8b7fe7.ui;T-00000000_G-96a006b0_I-4a8b9396.ui;T-00000000_G-96a006b0_I-4a8b9936.ui;T-00000000_G-96a006b0_I-4a8b9c92.ui;T-00000000_G-96a006b0_I-4a8b9dab.ui;T-00000000_G-96a006b0_I-4c0969e2.ui;T-00000000_G-96a006b0_I-6a8b9875.ui;T-00000000_G-96a006b0_I-6a8b9acc.ui;T-00000000_G-96a006b0_I-6a8b9af3.ui;T-00000000_G-96a006b0_I-8a8b95b0.ui;T-00000000_G-96a006b0_I-8a8b9811.ui;T-00000000_G-96a006b0_I-8a8b98a7.ui;T-00000000_G-96a006b0_I-8a8b9d12.ui;T-00000000_G-96a006b0_I-aa8b9755.ui;T-00000000_G-96a006b0_I-aa8b9971.ui;T-00000000_G-96a006b0_I-aa8b999e.ui;T-00000000_G-96a006b0_I-ac096ac7.ui;T-00000000_G-96a006b0_I-ca8b8408.ui;T-00000000_G-96a006b0_I-ca8b8564.ui;T-00000000_G-96a006b0_I-ca8b96c2.ui;T-00000000_G-96a006b0_I-ca8b9845.ui;T-00000000_G-96a006b0_I-ca8b9aa2.ui;T-00000000_G-96a006b0_I-ca8b9ce7.ui;T-00000000_G-96a006b0_I-ca8b9d40.ui;T-00000000_G-96a006b0_I-cc097fc0.ui;T-00000000_G-96a006b0_I-ea8b82db.ui;T-00000000_G-96a006b0_I-ec096e72.ui,yes,untouched,,
0x856DDBAC,0x46A006B0,0x14416226,UNSCALED,2,1,,T-00000000_G-96a006b0_I-2a567dc1.ui,yes,untouched,,
0x856DDBAC,0x46A006B0,0x14416227,UNSCALED,4,2,,T-00000000_G-96a006b0_I-2a554f6d.ui;T-00000000_G-96a006b0_I-aa555346.ui,yes,untouched,,
0x856DDBAC,0x46A006B0,0x14416228,UNSCALED,2,1,,T-00000000_G-96a006b0_I-4a5672bf.ui,yes,untouched,,
0x856DDBAC,0x46A006B0,0x14416229,UNSCALED,20,10,,T-00000000_G-96a006b0_I-4a562da5.ui;T-00000000_G-96a006b0_I-4a565d13.ui;T-00000000_G-96a006b0_I-4a5665eb.ui;T-00000000_G-96a006b0_I-4c47800e.ui;T-00000000_G-96a006b0_I-6a561b3a.ui;T-00000000_G-96a006b0_I-6a566151.ui;T-00000000_G-96a006b0_I-aa565f5b.ui;T-00000000_G-96a006b0_I-aa5661eb.ui;T-00000000_G-96a006b0_I-ac3b72f6.ui;T-00000000_G-96a006b0_I-cc313f17.ui,yes,untouched,,
0x856DDBAC,0x46A006B0,0x1441622A,UNSCALED,12,6,,T-00000000_G-96a006b0_I-2a5621ee.ui;T-00000000_G-96a006b0_I-6a562f56.ui;T-00000000_G-96a006b0_I-8a948d49.ui;T-00000000_G-96a006b0_I-aa5bef41.ui;T-00000000_G-96a006b0_I-ea5655e4.ui;T-00000000_G-96a006b0_I-ea565970.ui,yes,untouched,,
0x856DDBAC,0x46A006B0,0x1441622C,UNSCALED,1,1,,T-00000000_G-96a006b0_I-4a5672bf.ui,yes,untouched,,
0x856DDBAC,0x46A006B0,0x14416230,UNSCALED,1,1,,T-00000000_G-96a006b0_I-0a41be3e.ui,yes,untouched,,
0x856DDBAC,0x46A006B0,0x14416231,UNSCALED,2,1,,T-00000000_G-96a006b0_I-ca539343.ui,yes,untouched,,
0x856DDBAC,0x46A006B0,0x14416232,UNSCALED,1,1,,T-00000000_G-96a006b0_I-0a41be3f.ui,yes,untouched,,
0x856DDBAC,0x46A006B0,0x14416240,UNSCALED,7,5,,T-00000000_G-96a006b0_I-0a4d0c43.ui;T-00000000_G-96a006b0_I-4a89b3f2.ui;T-00000000_G-96a006b0_I-6a5e73c0.ui;T-00000000_G-96a006b0_I-8a4d0a17.ui;T-00000000_G-96a006b0_I-ca4d0b22.ui,yes,untouched,,
0x856DDBAC,0x46A006B0,0x14416241,EXCLUSIVE,30,15,T-00000000_G-08000600_I-2a2aed99.ui;T-00000000_G-08000600_I-2bc90671.ui;T-00000000_G-08000600_I-aa1f1f57.ui;T-00000000_G-96a006b0_I-0b72f276.ui;T-00000000_G-96a006b0_I-2a2aed99.ui;T-00000000_G-96a006b0_I-2bc9060f.ui;T-00000000_G-96a006b0_I-4a160034.ui;T-00000000_G-96a006b0_I-6bc61f19.ui;T-00000000_G-96a006b0_I-6bc9065a.ui;T-00000000_G-96a006b0_I-aa1f1f57.ui;T-00000000_G-96a006b0_I-aa3acdfe.ui;T-00000000_G-96a006b0_I-cbc3c2b9.ui;T-00000000_G-96a006b0_I-cbc905cd.ui;T-00000000_G-96a006b0_I-ea287193.ui;T-00000000_G-96a006b0_I-ea2871aa.ui,,yes,2x-in-place,,
0x856DDBAC,0x46A006B0,0x14416242,EXCLUSIVE,105,4,T-00000000_G-96a006b0_I-0b72f276.ui;T-00000000_G-96a006b0_I-2bc9060f.ui;T-00000000_G-96a006b0_I-ea287193.ui;T-00000000_G-96a006b0_I-ea2871aa.ui,,yes,2x-in-place,,
0x856DDBAC,0x46A006B0,0x14416243,UNSCALED,1,1,,T-00000000_G-96a006b0_I-2a41436b.ui,yes,untouched,,
0x856DDBAC,0x46A006B0,0x14416245,SHARED,21,7,T-00000000_G-96a006b0_I-abb0120f.ui,T-00000000_G-96a006b0_I-2a567dc1.ui;T-00000000_G-96a006b0_I-4a5672bf.ui;T-00000000_G-96a006b0_I-8a4d0a17.ui;T-00000000_G-96a006b0_I-8a7e052f.ui;T-00000000_G-96a006b0_I-ca53f06e.ui;T-00000000_G-96a006b0_I-ca56783a.ui,yes,clone+retarget,0x46A006B0,0x47026244
0x856DDBAC,0x46A006B0,0x14416264,SHARED,8,4,T-00000000_G-96a006b0_I-0b72f276.ui;T-00000000_G-96a006b0_I-2bc9060f.ui;T-00000000_G-96a006b0_I-ea287193.ui,T-00000000_G-96a006b0_I-ca53f06e.ui,yes,clone+retarget,0x46A006B0,0x47026265
0x856DDBAC,0x46A006B0,0x14416280,UNSCALED,1,1,,T-00000000_G-96a006b0_I-0a2dd355.ui,yes,untouched,,
0x856DDBAC,0x46A006B0,0x14416300,EXCLUSIVE,4,1,T-00000000_G-96a006b0_I-aa920991.ui,,yes,2x-in-place,,
0x856DDBAC,0x46A006B0,0x14416301,EXCLUSIVE,1,1,T-00000000_G-96a006b0_I-aa920991.ui,,yes,2x-in-place,,
0x856DDBAC,0x46A006B0,0x14416302,EXCLUSIVE,1,1,T-00000000_G-96a006b0_I-aa920991.ui,,yes,2x-in-place,,
0x856DDBAC,0x46A006B0,0x14416303,EXCLUSIVE,1,1,T-00000000_G-96a006b0_I-aa920991.ui,,yes,2x-in-place,,
0x856DDBAC,0x46A006B0,0x14416304,EXCLUSIVE,1,1,T-00000000_G-96a006b0_I-aa920991.ui,,yes,2x-in-place,,
0x856DDBAC,0x46A006B0,0x14416307,EXCLUSIVE,2,1,T-00000000_G-96a006b0_I-aa920991.ui,,yes,2x-in-place,,
0x856DDBAC,0x46A006B0,0x1441630D,EXCLUSIVE,1,1,T-00000000_G-96a006b0_I-aa920991.ui,,yes,2x-in-place,,
0x856DDBAC,0x46A006B0,0x1441630F,EXCLUSIVE,1,1,T-00000000_G-96a006b0_I-aa920991.ui,,yes,2x-in-place,,
0x856DDBAC,0x46A006B0,0x14416312,EXCLUSIVE,1,1,T-00000000_G-96a006b0_I-aa920991.ui,,yes,2x-in-place,,
0x856DDBAC,0x46A006B0,0x14416313,EXCLUSIVE,1,1,T-00000000_G-96a006b0_I-aa920991.ui,,yes,2x-in-place,,
0x856DDBAC,0x46A006B0,0x14416314,EXCLUSIVE,1,1,T-00000000_G-96a006b0_I-aa920991.ui,,yes,2x-in-place,,
0x856DDBAC,0x46A006B0,0x14416315,EXCLUSIVE,2,1,T-00000000_G-96a006b0_I-aa920991.ui,,yes,2x-in-place,,
0x856DDBAC,0x46A006B0,0x14416316,EXCLUSIVE,10,3,T-00000000_G-96a006b0_I-aa3acdfe.ui;T-00000000_G-96a006b0_I-aa920991.ui;T-00000000_G-96a006b0_I-cbc3c2b9.ui,,yes,2x-in-place,,
0x856DDBAC,0x46A006B0,0x14416317,EXCLUSIVE,1,1,T-00000000_G-96a006b0_I-aa920991.ui,,yes,2x-in-place,,
0x856DDBAC,0x46A006B0,0x14416318,EXCLUSIVE,1,1,T-00000000_G-96a006b0_I-aa920991.ui,,yes,2x-in-place,,
0x856DDBAC,0x46A006B0,0x14416319,EXCLUSIVE,1,1,T-00000000_G-96a006b0_I-aa920991.ui,,yes,2x-in-place,,
0x856DDBAC,0x46A006B0,0x1441631A,EXCLUSIVE,1,1,T-00000000_G-96a006b0_I-aa920991.ui,,yes,2x-in-place,,
0x856DDBAC,0x46A006B0,0x1441631B,EXCLUSIVE,1,1,T-00000000_G-96a006b0_I-aa920991.ui,,yes,2x-in-place,,
0x856DDBAC,0x46A006B0,0x14416321,UNSCALED,3,1,,T-00000000_G-96a006b0_I-0a8cd184.ui,yes,untouched,,
0x856DDBAC,0x46A006B0,0x14416322,UNSCALED,3,1,,T-00000000_G-96a006b0_I-ca539340.ui,yes,untouched,,
0x856DDBAC,0x46A006B0,0x14416323,UNSCALED,1,1,,T-00000000_G-96a006b0_I-ca539340.ui,yes,untouched,,
0x856DDBAC,0x46A006B0,0x14416324,UNSCALED,2,2,,T-00000000_G-96a006b0_I-0a8cd184.ui;T-00000000_G-96a006b0_I-ca539340.ui,yes,untouched,,
0x856DDBAC,0x46A006B0,0x14416325,UNSCALED,2,2,,T-00000000_G-96a006b0_I-0a8cd184.ui;T-00000000_G-96a006b0_I-ca539340.ui,yes,untouched,,
0x856DDBAC,0x46A006B0,0x14416326,UNSCALED,2,2,,T-00000000_G-96a006b0_I-0a8cd184.ui;T-00000000_G-96a006b0_I-ca539340.ui,yes,untouched,,
0x856DDBAC,0x46A006B0,0x23F15240,EXCLUSIVE,1,1,T-00000000_G-08000600_I-aa1f1f57.ui,,yes,2x-in-place,,
0x856DDBAC,0x46A006B0,0x23F15241,EXCLUSIVE,1,1,T-00000000_G-08000600_I-aa1f1f57.ui,,yes,2x-in-place,,
0x856DDBAC,0x46A006B0,0x23F15246,EXCLUSIVE,7,1,T-00000000_G-08000600_I-aa1f1f57.ui,,yes,2x-in-place,,
0x856DDBAC,0x46A006B0,0x23F15259,EXCLUSIVE,2,1,T-00000000_G-08000600_I-aa1f1f57.ui,,yes,2x-in-place,,
0x856DDBAC,0x46A006B0,0x23F15260,EXCLUSIVE,2,1,T-00000000_G-08000600_I-aa1f1f57.ui,,yes,2x-in-place,,
0x856DDBAC,0x46A006B0,0x23F15261,EXCLUSIVE,1,1,T-00000000_G-08000600_I-aa1f1f57.ui,,yes,2x-in-place,,
0x856DDBAC,0x46A006B0,0x23F15262,EXCLUSIVE,1,1,T-00000000_G-08000600_I-aa1f1f57.ui,,yes,2x-in-place,,
0x856DDBAC,0x46A006B0,0x2B70529B,EXCLUSIVE,1,1,T-00000000_G-96a006b0_I-cb95403e.ui,,yes,2x-in-place,,
0x856DDBAC,0x46A006B0,0x2B8C65AC,EXCLUSIVE,1,1,T-00000000_G-96a006b0_I-abb0120f.ui,,yes,2x-in-place,,
0x856DDBAC,0x46A006B0,0x2BBEB1AF,EXCLUSIVE,1,1,T-00000000_G-96a006b0_I-4bc906b5.ui,,yes,2x-in-place,,
0x856DDBAC,0x46A006B0,0x2BC1198A,EXCLUSIVE,2,2,T-00000000_G-08000600_I-aa1f1f57.ui;T-00000000_G-96a006b0_I-aa1f1f57.ui,,yes,2x-in-place,,
0x856DDBAC,0x46A006B0,0x2BC3AC85,UNSCALED,1,1,,T-00000000_G-96a006b0_I-2bb16d50.ui,yes,untouched,,
